That loud bang? Tee hee~ You were gone for so long I was getting bored so I let a shot loose~	It's so much fun to fire my gun~!
Hey wanna eat this Valentine's chocolate with me? I'd feel anxious thinking about when you're gonna eat it so enjoying it together with you could ease my mind maybe	You don't need to eat this chocolate right now just call me over when you feel hungry. I wanna see how happy it makes you and memorise your look to motivate me in the future Hmm I think I taste-tested too much and now I'm getting food coma Zzzzz
I'm excited about this day since my chocolate always makes you so happy. But I also had to get up early to make it so I'd appreciate it if you could take it now so I can go to bed	I just can't be bothered even after retrofitting
I'm dressing differently but you're still just as nice to me Thank goodness	*Yawn* Nobody'll see me yawning if I cover it up with my turret I think
Hm? Guess we're both about to head out Don't stare at me like that Even I go outdoors sometimes Since we're both uh headed the same way maybe we could walk there together?	Even I go on these fashionable outings They do wear me out though
I always bring some weapons with me in case I'm needed for a sudden sortie I guess.	Recently I've gotten a lot of compliments like see a little fashion could make you cute after all *Sigh* it feels kinda odd I guess
*Sigh* Maybe I should swap back to my old clothes	Uhh something might blow up if you poke me so casually.
I heard you're supposed to hang lanterns up everywhere during the Spring Festival so Ardent and I gave it a try! What do you think? Pretty cute right? Um I was talking about the lanterns	It was no easy feat hanging up all these lanterns Make sure to take it all in okay?
These red strips hanging from the lanterns? They're probably riddles of some sort? The Dragon Empery sure knows how to put on some interesting events	Zzzz Shoot I dozed off *sigh* It's already this late
I wonder if this outfit brings out my girlish side	What a gentle glow I think I'm getting sleepy
Looking after rabbits is a lot more enjoyable than running around doing errands There might be something therapeutic about looking after these cuties	If you don't get out of that teacup I won't be able to pour the tea
As soon as I touch these cute little bunny ears Haau it's cuteness overload	Ardent stop! You can't feed our snacks to the bunnies
Zzz Hnn Oh! It seemed like I was taking a nap with the rabbits huh	Glorious was shooting strange glances at me just earlier
Eh? Me liking potatoes does not match with my image?!	Com~man~der! What is that delicious looking thing?
Al~right~ Then I'm eating the butter~	Oww-- I cannot move my head or body anymore~ I don't want to do anything for a month~
Hey hey wha~t are you looking for?	No problem whatsoever! No matter how many missions there are just bring them on!
Remember your rewards too~	New mails~
A happy report~ from Peppy Achilles~! The commissions are done!	Since I've become stronger my feet are more resilient now~
Wahaha! Let's go! It's action time!	Ooo Maybe my talent has yet to bloom?
Achilles attack!	Did you know men who are virgins until 30 years old become wizards!
Living a real normal life Aaah I'm doomed~ (mumbling to herself)	Ehehe I never thought that cooking for people I like would be this fun Just leave it to me Achilles from here on~
The cute and charming Achilles is SuperRetroFitted! Even my heel won't give me any problems now! Well not like it really ever did before ahaha~	Being here now I can chat with anyone whenever! Stoked as a stove I am!
You trying to hide some good chow from me? C'mon let me have a taste!	Let's go and sail off into the sunset! Strewth this is what being a teeny's all about eh~
Target: enemy at 12 o'clock~! Shooooot!	I will fight for you till the very end.
No matter how poor the odds are I will always head for the battlefield. That way people will admire me.	Wars don't exist for mindless slaughter they exist for victory.
One's first battle being their last That sort of thing isn't all that unusual for us Iron Blood ships.	Give talking to people a try? I've always been alone so what am I supposed to talk about
Once we've been assigned a mission we must complete it no matter what it is.	I see that unlike me in the past you actually finished your mission.
This letter Thank goodness it has nothing to do with Renown.	A commission has been completed? That means they weren't ambushed. Thank goodness.
So this is power	For the honor and prosperity of Iron Blood and for even greater glory!
How long will this victory actually last	We've lost But I'm not giving up! It's not over yet!
In the name of all that is dear to me!	I have to hold out just a little longer!
I sailed alone fought alone and sunk alone Although I am who I am didn't I still contribute to Iron Blood's cause?	These hands are for grasping victory Even though I will never again be able to hug the people important to me what's done is done.
No matter how much I fight I can't fill the void in my heart And being away from you is the reason why	There's a note from Spee. It says I don't want to ask people for more help than I need so I made this chocolate all by myself. You Deutschland and my friends are all so kind to me but Valentine's is a special occasion so only you get this gift. Thanks for being here for me. From Spee.
Eugen taught me how to use makeup but does it actually make me look pretty?	I'm trying hard to learn about everyday things. Living a normal life is not so simple compared to fighting
My pantyhose? Ajax gave me them as an enrollment gift I examined them very thoroughly and didn't find anything weird but I doubt they're just a normal pair of stockings	Viersechs doesn't like picture books? I see Everyone else in the Z-class seems to like them though
Hipper? Want some snacks? I get it. Not really means yes in your dictionary. Okay say aah.	Deutschland? Could you stop using your megaphone to shout people who harass the girl with my phone will be expelled It's embarrassing and more importantly it's really distracting
You're making me angry.	This mail it's not another one of Ajax's pranks is it?!
Don't go around disturbing the girls at the academy.	Can I count on you?
I'm so glad that I can finally practice cooking! I want to give something back to all the kindhearted people here!	Ajax You're not pulling my leg this time are you?
Hipper is a totally different person on the internet compared to how she is in real life. Maybe she just has trouble expressing herself around people she cares about	Miss Illustrious could you teach me how to make tea? Admiral Hipper invited me to a tea party between the Royal Navy and Iron Blood but I've never brewed tea before
Thanks to Juustagram even people like me who aren't very sociable can still chat with everyone Oh look Graf Zeppelin just made a new post!	Prinz Eugen is surprisingly clumsy with this kind of stuff. She's still chicken-pecking with one finger.
Welcome back! Cellphones are totally amazing aren't they? No matter where we are we can contact each other with the press of a button!	To protect everyone who has shown me so much kindness I won't let you take a step closer!
I knew it this totally reduces my fighting capabilities	So this is where you were. There are so many people in the hall and I was worried about what I'd do if I'd lost you
A ballroom dance? Sorry but I don't really know how to I just need to follow your steps? O-okay then I could give it a try.	Ajax She's not planning something weird for the party is she?
Everyone here is having so much fun I could never even imagine my past self being at a place like this.	I know the party is still going on but you still have to check your new mail.
Not everyone in the Royal Navy is like Ajax. I can actually have a productive conversation with most of them	I will not let you disrupt the party for everyone else!
Thanks to all the friends I have now I don't feel lonely anymore. And my encounter with you might be the happiest moment of my life. Ahahah~	My sister just wouldn't stop bugging me so I finally caved and agreed to do this Anyways all I have to do is get up on stage and sing right?
My sister's always pushing this for the glory of Iron Blood stuff onto me. Can't she do this idol stuff herself?	Um Maybe it's because I'm so used to working with everyone but I feel like it's actually pretty easy being onstage.
Idols are there to make people smile I never thought I could do something like that.	These hands are no longer weapons of war but for returning the admiration of my fans. Right I can do this!
We're not done with the lesson yet	Have we been spending too much time on idol lessons?
Idiot so you rolled out of bed? Haah? What are you fantasizing about? I only happened to bump into you while patrolling the port.	What are you looking at idiot? Get out of my room!
Hah? A novice like you wants to challenge my cruiser-commanding skills?	Huh? Did I give you permission to touch me?
Don't get distracted in the middle of a mission you idiot!	Idiot! Hurry up and collect your rewards! Why are you showing it off to me?
Are you too stupid to realize that you have new mail?	Idiot! If you had already returned why didn't you come to see me? Hah? Who would be worried about you?
You idiot! You still haven't remembered what you forgot about yet?	Hah? Did you think something like this would impress me?
Hmph. Just today I shall allow you to praise me a little.	C-c-c-curses! I can't stand this ahh!
Huh? Who gave you permission to resist?	You piece of trash! I told you to stay out of my sight!
Huh? You can't even do something like that? Are you an idiot?	Huh? Worried about me? Having an idiot like you worry about me doesn't make me happy at all.
Huh? Who would ever have a crush on you? I'm only tagging along because Eugen wanted to have dinner with you. Don't get the wrong idea idiot!	Huh? Who would ever fall in love with you? I'm only here to drop off something I found during sortie per regulations. Huh?! A ring? Who would wear something like that?!
Huh? Why must I wear something like this? Whatever I'm in a good mood for a change. You're going to take care of me forever? Hmph! Isn't that what you're supposed to do?	Huhhh? Why would I go out of my way to get chocolate for you? I just happened to make too much and have leftovers and this is just so it doesn't go to waste! Don't get the wrong idea!
Here you go your long-awaited Valentine's chocolates. What? Even though you were making a really expectant face before now that I've made you some why are you giving such a weak reaction? Stop irritating me! Just take it already you big dummy!	Don't look at someone like that when they're trying to give you chocolate on Valentine's Day! I worked so hard to make them after all They're so well made it feels like a waste to eat them? Too bad for you then!!!
Happy Valentine's. Have this What's with that cocksure you made chocolate for me didn't you look? Yeah well you're wrong! This is I mean can't you tell? I know what you want 'cause I see you around port every single day. Maybe you'd know what I want if you were closer to me huh?!	Here it's your Valentine's chocolate. What's your deal? Every year you try and fail to get under my skin. Give it a Why would you eat it right in front of me?! Ugh shut up! I don't need a review of what's so good about it!
W-well? Does this kimono look good on me? R-really? Duh I know it looks GREAT on me! Who really cares what you think C-can't be me No I didn't say anything!	Which onsen do you want to go to today? I'd like to visit as many as possible so I can tell Eugen and the others all about the fancy places we've been to.
I can feel your gaze you know Would you stop ogling me like a painting? Huh?! You can't take your eyes off me? You say the stupidest damn things!	I've heard this type of kimono is famous. Makes sense considering how much skill an artisan needs to create patterns and colors this complex.
It's wonderful feeling the breeze on your skin after getting out of the hot spring. It's so soothing so cooling. You know what I mean right?	Hmph! Eugen can poke fun at me all she wants – this is NOT a date! She's not gonna be so smug when I gloat about how great the hot springs were. It was sooo good! I left feeling like a new person and so on!
Huh?! Grabbing a girl's hand without warning is a great way to startle her! At least tell me first!	Yeah I figured you'd like the pattern of– What the–?!
I don't care what spots you want to check out focus on your damn missions! You're keeping ME waiting too remember?!	Whoop-de-doo you finished a mission. Good for you. Stop dawdling and go collect the rewards!
There's a letter for you. Wow that's a nice postcard Never mind that just read what it says already!	Whew we're back. Time to dig in to some food before heading back to the onsen. You're worn out and I'm just as worn out as you are!
Let me guess you still haven't realized what's escaped your memory? Wrong! It's the commission not which stores I want to visit!	Isn't this much to be expected?
Thanks for making me work up a sweat!	We won. Heh I'm willing to give you the credit for the victory today.
This isn't much of a story to tell the others Ugh!	For the record I never wanted to go here. This trip is for you – to reward all your hard work and give you a break Huh? Me enjoying my time with you? Wh-who decided it's got anything to do with you? I have the right to enjoy my visit irrespective of you!
Though supporting from behind the lines is easy doing so for long periods makes me grow tired of it	These documents are for me Hm? That's unusual? I like to keep business and pleasure separate you see.
I went ahead and sorted out the new mission documents.	Are you sure this isn't a love letter from that girl you know? *Giggle*
Please have faith in the skill of this Agano-class light cruiser.	Let's give it everything we have.
Did you witness my performance?	How careless of me I will undergo special training when we've returned. *Giggle*.
They don't call me state of the art for nothing~	Dear me it seems things have gotten rather serious.
I wonder what will happen today *Giggle* I'm looking forward to finding out.	There will be no teasing from me today – only chocolate. Here. You understand what it means to receive chocolate right? It means I really like you. Say could I come a little closer? It's quite chilly out today
Even though I'm not really into this whole Christmas thing if it means I get to toy around with your heart by wearing this cute outfit of mine then I suppose I would be interested. Hehe~	Oh aren't you back early? May I suggest starting with a review of today's schedule?
Oh my it appears my costume has caused an unintended development	I'd like to offer you a reward for working so diligently even on a day as special as this.
Hey are you here by yourself? Hehe. Why don't we have a little chat then?	You haven't had anything to eat? If you'd like you can have some of my crepe~
Um do you mind if I shift a bit closer to you? It's a bit chilly out here What am I after? Jeez way to spoil the mood	Would you mind telling me more about yourself? I feel like we have a lot in common~ Hehe in other words I want to learn a lot more about you!
All done with the mission? Did you also pick up a crepe for me? Thanks a lot~	More mail huh You're quite the popular one. Hmph~
You must be tired right? Here if you'd like you can come lie down over here.	The competition tonight is considerably fiercer than I anticipated This calls for a counterattack Oh it was nothing important. I was just thinking out loud about how uh fabulous that chandelier is.
Come to think of it I haven't seen Noshiro around Knowing her she may be off on her own somewhere	Don't make fun of me for being slow-footed. See? I've~ caught~ you~
If you so desire I would not mind if you partake of me in front of all the others.	A new mission is another opportunity to deepen our bonds. *giggles*
My love is invincible! Ahaha ahahaha!	Ahahaha! I'm getting excited!
We were destined to meet. I knew at first sight that you were the one I've been looking for my whole life.	I have waited an eternity for this day to come. No one shall be able to separate us ever again! My mind body and soul belong to you as yours all belong to me. Haha ahahahaha!
We should send out even more invites This is the best way to rid ourselves of those pesky vixens all at once!	As long as we can be together those commissions and tasks don't really matter right? You agree with me don't you?
Oh my mail has arrived. Mm it would seem that our superiors don't suspect a thing.	Relax Kaga. You're my only friend. You'll always have a place by my side.
Has the commission fleet returned? If you're going won't you take Akagi with you?	Ahaha Akagi is always ready and willing~
I will not do anything that would tarnish your reputation but if any meddlesome pests insisted on getting in your way Ehehe	Indeed. While you were socializing I made sure to strengthen our bonds with the other factions. At events like these Shinano is horribly out of place and if I may say so the burden may be a bit too great for Nagato.
Who will you send to greet the commission fleet?	1st CarDiv Akagi sallying forth~
My love shall burn everything away~ Ahahahaha!!	At least protect my friends and compatriots!
This banquet is my present to you and your attendance is the greatest reward I could hope for~ Indeed I shall not grant you leave tonight until you pass out. Ehehe Ahahaha~	Tonight you are not allowed to meet with anyone other than me. Exchanging pleasantries? Oh are you not satisfied with exchanging pleasantries with Akagi alone? Hehehe~
Oh would you look who showed up Do remember to be on your best behavior tonight 5th~ Car~ Div~	This reward shall serve as an exquisite dessert to the banquet~
The commission team has returned? Excellent. You may go now.	I shall burn everything away!
Shall we take a break? There's no rush; your journey is far from over. Of course I couldn't be happier about that	Oh you'd like to feed me? Okay! Aah
A letter Heehee perhaps it's from a girl who's jealous of our relationship?	I've gotten word that the commission team is back. Yes I'll arrange for someone to meet them. We wouldn't want to busy you over that now would we?
T-the reason I sleep with the lights on is because i-it is not because I am afraid!	Sometimes I do not understand what Ikazuchi and Inazuma are trying to say
Can Hibiki find her way here on her own? It has me somewhat worried	W-w-what! Anyone would be shocked from suddenly seeing a person's shadow cast in the light in the middle of the night!
Hibiki I really miss her	S-should you touch me there again then I will not be able to restrain myself!
The ocean at night is a little scary N-nay I am not scared! B-but may I propose we do missions during daytime? You must agree right?!	Rewards~ rewards~!
New mail for you! Uh I will read it out loud for you!	We may use my searchlight to find our way home! Huh?  You have no need of it? R-really?
As the oldest of my siblings I must work even harder!	Destroyer Division Six embark!
This is the true power of a ninja!	Damn I-I shall get you next time
O darkness be gone!	I am a little worried about Ikazuchi and Inazuma
I cannot sleep well without my sisters by my side T-that is not to say I am lonely! I-it is because I am concerned about them!	A promise that binds us for eternity I understand! Then I shall show you my true right eye right this mo T-there is no need for it? All I need to do is close my eyes instead? Re really?
In an effort to put my ninja techniques to good use I have made this hyorogan-styled chocolate for you. Eat this and your belly will be filled for a full day! Hibiki and the others could never accomplish this! Hah hah!	Hibiki I won't let myself get lost over something like that ever again!
Is this the place called the Northern Parliament?! It is colder than I thought Th-thank goodness I brought gear for extreme environments! Hibiki please wait a bit longer! Your sister is coming to see you!	Being fully prepared is the key to going in the right direction! Say that again? The East lies *that* way?
I've still not found Hibiki I really do wonder when we'll meet again.	It is thanks to my compass that I have arrived at the Northern Parliament! Huh? How long has the needle been frozen in place?!
I'm curious as to how Ikazuchi and Inazuma are faring	Would you care to harken to one of my tales of valor?
Oooh I feel myself warming up! I don't know why though Something about it feels strange.	To one day find Hibiki – that is the reason I set out upon this journey!
My companion and I have shared so many miles together Hm maybe next time I should call my cohorts to take her for a spin together!	My companion's lights are strong indeed but I still find these night roads rather difficult
Back before I had broken her in my companion here gave me a lot of trouble. But these days? We move as one and the same!	Inazuma and Ikazuchi are going to be impressed with my companion!
Wooooaaaahh!! I'm losing control!	My bond with my companion has grown even deeper!
This obstacle will be child's play if I'm able to leverage my ninja skills I-I'm going the right way this time I'm sure of it!	I'm well acquainted with how to use a grappling hook! What? Oh no! The presents!
Hibiki will deliver the remaining presents? Phew that's good to know	C-careful lest the rope come loose!
I could've sworn we met here just a minute ago Wait a-am I going in circles?!	The commission team has returned! Speaking of Where did my presents for them go?
No ambushes! Let us fight face to face!	I m-must maintain my posture!
I see So it's called a performance not an exhibition Be that as it may the show must go on!	Inazuma's elephant is quite the clever fellow. Heehee let us see if it can catch this ball!
Ikazuchi are you all right?! Phew Don't make your sister worry like that!	Behold! Jutsu of Flame Escape! *cough cough*! This darned pyrotechnic device is needlessly complicated!
Don't just stand there Hibiki – come and assist! Your anchor really contains a hidden camera?! You just made that up? Aghh! Hibikiiii!	H-hands off!
A mission you say? It shall serve as a fine side act!	I shall dance around our foes!
My ninjutsu is no mere acrobatic act it's authentic! At least I'm fairly sure it is!	I'd like to have a Turkey Shoot. Makes me wish I could fly
You're interested in my abs? Go ahead and feel 'em.	I can see the commission fleet comin' back over the horizon. Mhm I'm real proud of my eyesight!
I feel like I could beat someone up right now Mmh!	I won't let y'all leave until I've had my fun!
Time to retreat? Fine	Don't die on me just yet!
Well well aren't you the frisky bunch Ahaha!	Who the hell are you?
I've been gettin' along pretty well with the Sakura Empire girls. I thought they'd hold a grudge against me but turns out that wasn't the case at all. Mhm they're an interestin' bunch!	Chocolate's just too darn good so I wound up eatin' some while makin' it. This here's what's left It's all I've got so savor every bite.
Thank you for always letting me cling to you. I made all of this just for you so please enjoy it. Oh you want to split it evenly with me? Yay~ *nom* Oh does this mean I can keep using you as a pillow?	I feel it's weird to divvy up stuff into portions for each of us. What I want is to eat a single thing with you plain and simple. Reckon we could do that? Aw thanks. Hope we can keep doin' it like this forever.
This? This is how I've always looked. Do ya like it? Let me guess you're having naughty thoughts aren'tcha~?	I wonder what'd happen to you if I were to scream for help right now Wanna find out? Heheheh~
Give me a massage and I'll keep quiet about that time you slacked off~	Sweet mission rewards! So when am I getting my share?
You've got mail! Say pretty please and I'll give it to you~	Weeelcome back!  Why's the paperwork been stacked into a pyramid? Gee a strong wind must've done it~!
Commission complete! C'mon let's go! We can't just sit here and keep 'em waiting forever!	Ooh! That's good!
Who's it gonna be next~? Teehee	Hah hah! Easy peasy!
Time to get outta heeeere!	Surpriiiiiiiise!
Huh? Have they spotted me or something?	Jeeeeeeerk!
You wonder what'd happen if you tick me off? I'd host something like a public exhibit of your greatest blunders!	My shoulders are so stiff after a long day of swimming Oh I have an idea! If a certain someone gives me a massage I might just forget that really embarrassing thing they did!
It's mean to mess with you all the time so today you'll get a nice relaxing massage!  *Phew* Hey you feeling something inside your ears? It's your fault for blindly trusting me like that!	H-hey listen If some day I don't come back from the battlefield would you Ahahaha! Like that's ever happening! C'mere! I'm gonna tickle you senseless!
Just claiming my ring. If that's all then I'm gonna get going now What? You're not gonna stop me? I-I'm telling ya I really will walk outta here!  Fiiiine you win! I admit it I just can't be without you anymore!	Go on guess who this Valentine's chocolate is from~ Here's a hint: she worked her butt off to make it and really wants you to have it! So who made it? Get it wrong and I'll call Taihou and her obsessive friends over~
Here's your cut in chocolate form my partner in crime! Cut for what? Oh nothin'! Jokes aside: Taihou and I made chocolate together~ She'll probably stuff you like a turkey with hers later so it's probably a good idea to get used to the taste!	You had a great reaction that time I leapt at you out of a box so I wanted to replicate that with a box of chocolates but alas Taihou stopped me. Shaaame Oh well instead I hid my chocolates among the pile you've received already. If you can figure out which are mine you may just win a special prize~!
How about a KAPOW! Gave you a real scare didn't I? Teehee~ Turned out pretty good if I say so myself~	You wanna warn people about my firecrackers? Hehehe~ By all means go ahead~ But how exactly are you gonna explain knowing that I had 'em hidden under my dress~? You get where I'm going with this don'tcha? Hehehe~
Which do you like more: this dress or my ordinary getup? Why do I even ask? Hehehe~ C'mon don't be shy and answer the question~	You're gonna dig up location info under the guise of dancing with someone? Hey pretty good idea! Huh? You just wanna dance? With me?
I wonder how people would look at you if I set off a firecracker right now Wanna find out? Heheheh~	L-listen I'm really grateful that you hang out and let me mess around with you! I've got something important to say Come here so I can whisper C'mon a little closer *smooch* Hah got 'em! Expect much more teasing to come~
Surpriiiise! I was in the box all along! Did I really freak you out that much? Heehee~ Here have this voucher as an apology. Come see me later to use it~	C'meown in! What can I get mew? The meows and mews are part of the theme mew see!
Maybe I'll get Archerfish to hop in a box too. We can handle the wait but can you handle that many surprises~? Hehehe~	I don't prank people while I'm on duty~ That is unless they're someone I like~
The reason I'm just lounging around right meow is 'cause I've already taken everyone's orders~	For every prank you fall for you get a minute of one-on-one chat time with me! Pretty sweet deal am I right?
I wonder what'd happen if you touched other girls like you touch me Wanna find out? Heheheh~	You like me so much you'll skip work just to see me? Heehee~ Golly look how these missions are piling up~
Meow nice to see you! Teehee~ Popping outta the box never fails to get a reaction from you~	The commission team is back? The next time you visit me bring some friends along!
By the way! I've got a secret discount menu. If you wanna know the code phrase for it come closer so I can whisper it to you. Closeeer Mwah! That was all a lie! Thanks for being so easy to trick~	Light carrier Albion at your service. I await your orders.
You want to know about my appearance? Unlike Elder Centaur my name is not based on a mythological creature. If I had to say the land where those with my appearance lived in the ancient times when legends roamed the world Oh am I talking your head off?	If you require a change of pace I would like to suggest taking a stroll through the forest with Elder Centaur. I would especially recommend the forest by the hills as the wind there feels particularly nice. Hehehe.
The ships of my class use a variety of arms in battle so I don't think trying to copy their fighting style will be of much use to me. Instead I can learn from their battle-readiness.	Grey Ghost? I'm not sure I can shoulder the burden of sharing a nickname with Elder Enterprise I-if you're fine with it I do suppose you can call me that if you wish
U-um go ahead So long as you don't touch the rigging of my bow	H-how embarrassing Ugh
Let us work towards the completion of your missions. It is by following your example that we shipgirls reach new heights.	The rewards for your completed missions are here. Should I check the address to confirm whether they've arrived at the right place?
There seems to be some new mail Would you like to take a look?	The whispers of the wind tell me that the girls have returned from their commissions. Let me know when you're ready to meet with them.
With courage and loyalty we shall prevail!	The unblemished Albion thus claims this victory!
How did I manage to be so clumsy	Please watch what I can do my dear Elders!
I've got to dig my heels in I don't want to be a burden to my Elders!	Was there something amiss with the way I conducted myself?
As a Childe of the fleet I can only hope to learn from the examples my Elders set in battle as well as from how you manage the fleet. There is much for me to learn in terms of techniques mental attitude as well as everyday customs.	Hmm Perhaps I need a new way of addressing my Elders of the destroyer class And then there are the blueprint ships as well But they're still my Elders What should I do?
A Promise Ring? Um I don't recall ever asking for one though You're giving it to me because you love me? O-oh! Yes I see! I apologise for being so thick-skulled that I didn't have an inkling of your feelings for me. Ehehe thank you very much. ♥	While Elder Centaur tends to take after our other Elders and follow what they do I prefer to learn from them instead. Indeed I prefer using my brain just as you do.
If I could instruct the others in my unique fighting style we could perhaps implement new tactics in battle. It's certainly not because I want to be called an Elder myself or anything. Heehee.	Elder Enterprise really can do just about anything Though if there's any area I can exceed her in it's probably cooking housework or making my way through the forests like Centaur Um huh?
Phew It really does take lots of consistent effort to live up to my Elders' expectations. Nevertheless the unblemished Albion thusly claims this victory!	I-I apologise for making a fool of myself If it's alright with you can I tag along with you for a bit longer? I'm sure if I try hard enough I'll be able to step on you more satisfactorily But don't worry I'm just playing a role.
Shall I become a faerie a vampire or even a succubus? Hmm I wonder which of these do I see myself being?	Elder Vampire has taken me under her tutelage but it's quite difficult to walk in this outfit Oh I'd be just fine with you by my side though.
It feels quite awkward having to give you orders You know what? You should be the one ordering me around after all. Just say the word and it shall be done.	This outfit is a bit too tight around certain places Ugh
So this is what you're like when you've been seduced I'll have to keep this in mind Whew *blushes*	Impeccable results. Oh I suppose I should have a more condescending attitude towards you? Umm I suppose those were passable results?
A victory as unblemished as Oh I wonder if I can still say that in these black clothes I-in any case a victory is a victory!	If you wanna know others' secrets you gotta give me something of equal value. Don't worry 'bout getting duped – I deal fair and square!
Wherever you'll find scoops you'll find me! Heehee~	You feel like you're being watched? Weeell I'll bet that's just your fatigue speaking! Yup hundo percent sure of it!
So you wanna become a mature big sister do ya GB? Heh I've got heaps of pics of girls like that. Although I guess photos won't really help you achieve that goal.	My camera's inner workings are top secret! No peeking!
Whuah! Dammit I didn't have time to snap an incriminating pic!	What's this? You trying to score points with me?
New missions? If we're talking quick errands I can do 'em!	A confidential letter It'd make for a juicy story but top-secret stuff has to stay that way!
Cheese! Welcome back! I snapped a photo of you and the fleet looking badass out there! It's gonna blow up in the news! In a good way! Heehee!	The commission team is back! I'm gonna go snap some group photos!
Nice! Lens aligned picture perfect!	We're live so remember to look photogenic!
First question: how does it feel to be the– Wait what? I'M the MVP?!	I-I guess I'll hide this blunder at the back of the newspaper
Smile for the camera!	D-don't lash out at me just 'cause I'm a journalist!
I-I-I'm so sorry! I'll stop with my journalism if it offends you! Just please show mercy!	Just between you and me info about you is currently worth this much! Heheheh! Interested? Then lemme interview you some more~
Hm? You like me? Ahahahah! I'm nobody special I'm just a smalltime journalist who loves gossip~ Forget about me – who else do you fancy? That's valuable information!	You curious about another girl? I could look into her if you wa– Wait a sec! You better not be thinking about cheating on me!
Huh. Turns out I've snapped a bunch of photos of you hard at work I'll make a solo exhibition out of these at some point! Huh? That's a no-go? Why?	I forget I'm the name ship of my class all the time! Guess it's 'cause I'm kinda childish compared to the oldest sisters from other classes plus I'm a shortie Still you married me so that's gotta mean I have SOME unique charm!
There's yesterday's combat report here's some random outdoors photos I took and this Ummm! Forget you saw that!	H-hold your horses! I need to mentally prepare first!
You know how to make a girl happy~ Heehee~	Tadah! Heehee what'd ya think of my dance? I got advice from my Sardegnian friends on how to blend in with the crowd while gathering scoops! Although I may have gone a bit overkill with it
GB! I snapped a bunch of photos of ladies being ladies! Here! Feel free to reference it~	Aha! So I move my feet like Hang on why am I here learning dance moves from you?!
I'm not hiding anything! There's nothing I CAN hide to begin with! Use your common sense!	You typically ask for a dance by holding someone's hand not by patting their head
